part_type	order_year	order_quarter	num_orders	price_stddev
PROMO POLISHED STEEL	1996	4	29	68080.6291
PROMO POLISHED STEEL	1997	1	157	81009.2559
PROMO POLISHED STEEL	1997	2	103	82714.7646
PROMO POLISHED STEEL	1997	3	107	92061.8641
PROMO POLISHED STEEL	1997	4	146	85942.9701
PROMO POLISHED STEEL	1998	1	147	81161.622
PROMO POLISHED STEEL	1998	2	132	84367.0088
PROMO POLISHED STEEL	1998	3	44	81130.1662
PROMO POLISHED TIN	1993	3	803	83721.5093
PROMO POLISHED TIN	1993	4	674	80112.313
PROMO POLISHED TIN	1996	4	10	87492.9067
PROMO POLISHED TIN	1997	1	73	75031.0742
PROMO POLISHED TIN	1997	2	81	76994.9711
PROMO POLISHED TIN	1997	3	96	77764.761
PROMO POLISHED TIN	1997	4	52	93114.4603
PROMO POLISHED TIN	1998	1	66	85095.1779
PROMO POLISHED TIN	1998	2	63	88363.2274
PROMO POLISHED TIN	1998	3	26	80630.9316
SMALL ANODIZED BRASS	1993	3	793	81562.1571
SMALL ANODIZED BRASS	1993	4	627	84449.157
SMALL ANODIZED BRASS	1996	4	21	70954.9188
SMALL ANODIZED BRASS	1997	1	64	80014.0606
SMALL ANODIZED BRASS	1997	2	65	78624.8222
SMALL ANODIZED BRASS	1997	3	65	92373.226
SMALL ANODIZED BRASS	1997	4	59	69850.3911
SMALL ANODIZED BRASS	1998	1	67	78286.7468
SMALL ANODIZED BRASS	1998	2	64	73050.6269
SMALL ANODIZED BRASS	1998	3	37	79734.1213
SMALL ANODIZED COPPER	1993	3	798	82028.7232
SMALL ANODIZED COPPER	1993	4	732	80041.4105
SMALL ANODIZED COPPER	1996	4	18	76786.0793
SMALL ANODIZED COPPER	1997	1	68	76851.3656
SMALL ANODIZED COPPER	1997	2	60	82918.2323
SMALL ANODIZED COPPER	1997	3	71	86664.8731
SMALL ANODIZED COPPER	1997	4	55	89589.5199
SMALL ANODIZED COPPER	1998	1	52	93762.4161
SMALL ANODIZED COPPER	1998	2	63	84153.8148
SMALL ANODIZED COPPER	1998	3	22	80172.6973
SMALL ANODIZED NICKEL	1993	3	1596	83888.4113
SMALL ANODIZED NICKEL	1993	4	1441	84912.7351
SMALL ANODIZED NICKEL	1996	4	29	73219.3123
SMALL ANODIZED NICKEL	1997	1	148	88317.9475
SMALL ANODIZED NICKEL	1997	2	179	96012.0863
SMALL ANODIZED NICKEL	1997	3	144	97624.5712
SMALL ANODIZED NICKEL	1997	4	143	86349.6813
SMALL ANODIZED NICKEL	1998	1	131	80805.2314
SMALL ANODIZED NICKEL	1998	2	109	78702.6787
SMALL ANODIZED NICKEL	1998	3	56	77460.1774
SMALL ANODIZED STEEL	1993	3	779	82786.0291
SMALL ANODIZED STEEL	1993	4	664	81982.3197
SMALL ANODIZED STEEL	1996	4	13	72033.8558
SMALL ANODIZED STEEL	1997	1	67	88097.7532
SMALL ANODIZED STEEL	1997	2	54	73907.2815
SMALL ANODIZED STEEL	1997	3	67	88128.8306
SMALL ANODIZED STEEL	1997	4	70	88698.7899
SMALL ANODIZED STEEL	1998	1	64	94098.0762
SMALL ANODIZED STEEL	1998	2	64	78381.4157
SMALL ANODIZED STEEL	1998	3	30	82354.331
SMALL ANODIZED TIN	1993	3	1607	85043.9293
SMALL ANODIZED TIN	1993	4	1377	82468.4988
SMALL ANODIZED TIN	1996	4	28	74275.8146
SMALL ANODIZED TIN	1997	1	145	78505.9864
SMALL ANODIZED TIN	1997	2	150	84112.164
SMALL ANODIZED TIN	1997	3	133	84271.6333
SMALL ANODIZED TIN	1997	4	164	77594.855
SMALL ANODIZED TIN	1998	1	123	85885.8687
SMALL ANODIZED TIN	1998	2	127	80802.3617
SMALL ANODIZED TIN	1998	3	46	84557.2475
SMALL BRUSHED BRASS	1993	3	835	85301.5832
SMALL BRUSHED BRASS	1993	4	701	83819.9168
SMALL BRUSHED BRASS	1996	4	16	82685.832
SMALL BRUSHED BRASS	1997	1	68	85002.4919
SMALL BRUSHED BRASS	1997	2	73	80087.517
SMALL BRUSHED BRASS	1997	3	73	83828.1701
SMALL BRUSHED BRASS	1997	4	73	86795.2058
SMALL BRUSHED BRASS	1998	1	71	80980.2149
SMALL BRUSHED BRASS	1998	2	53	83553.5545
SMALL BRUSHED BRASS	1998	3	32	96120.5346
SMALL BRUSHED COPPER	1993	3	874	79991.2253
SMALL BRUSHED COPPER	1993	4	790	83817.2994
SMALL BRUSHED COPPER	1996	4	21	95706.2586
SMALL BRUSHED COPPER	1997	1	67	89063.4467
SMALL BRUSHED COPPER	1997	2	53	81327.3458
SMALL BRUSHED COPPER	1997	3	78	83718.9198
SMALL BRUSHED COPPER	1997	4	86	86706.9846
SMALL BRUSHED COPPER	1998	1	71	87538.6476
SMALL BRUSHED COPPER	1998	2	80	84933.3646
SMALL BRUSHED COPPER	1998	3	23	88503.4013
SMALL BRUSHED NICKEL	1993	3	916	83358.4467
SMALL BRUSHED NICKEL	1993	4	756	82389.7404
SMALL BRUSHED NICKEL	1996	4	20	90592.0886
SMALL BRUSHED NICKEL	1997	1	83	91914.7017
SMALL BRUSHED NICKEL	1997	2	65	87172.4925
SMALL BRUSHED NICKEL	1997	3	72	83797.545
SMALL BRUSHED NICKEL	1997	4	67	71981.3641
SMALL BRUSHED NICKEL	1998	1	85	89697.7192
SMALL BRUSHED NICKEL	1998	2	72	80435.7469
SMALL BRUSHED NICKEL	1998	3	21	66158.1479
SMALL BRUSHED STEEL	1993	3	802	86240.9772
SMALL BRUSHED STEEL	1993	4	653	80256.2237
SMALL BRUSHED STEEL	1996	4	19	82723.6751
SMALL BRUSHED STEEL	1997	1	64	88948.5853
SMALL BRUSHED STEEL	1997	2	66	75190.8475
SMALL BRUSHED STEEL	1997	3	73	80118.3185
SMALL BRUSHED STEEL	1997	4	64	67042.829
SMALL BRUSHED STEEL	1998	1	53	68961.1307
SMALL BRUSHED STEEL	1998	2	76	97178.1413
SMALL BRUSHED STEEL	1998	3	26	64660.223
SMALL BRUSHED TIN	1993	3	817	84322.1203
SMALL BRUSHED TIN	1993	4	671	84092.5929
SMALL BRUSHED TIN	1996	4	8	83013.0325
SMALL BRUSHED TIN	1997	1	61	83732.1881
SMALL BRUSHED TIN	1997	2	72	91786.8498
SMALL BRUSHED TIN	1997	3	87	77176.3927
SMALL BRUSHED TIN	1997	4	83	91413.4878
SMALL BRUSHED TIN	1998	1	56	76040.9636
SMALL BRUSHED TIN	1998	2	63	84025.6329
SMALL BRUSHED TIN	1998	3	22	75767.713
SMALL BURNISHED BRASS	1993	3	784	82741.8681
SMALL BURNISHED BRASS	1993	4	683	78081.4901
SMALL BURNISHED BRASS	1996	4	25	65629.4672
SMALL BURNISHED BRASS	1997	1	56	87960.8528
SMALL BURNISHED BRASS	1997	2	61	78689.2149
SMALL BURNISHED BRASS	1997	3	85	81259.1045
SMALL BURNISHED BRASS	1997	4	66	86343.4602
SMALL BURNISHED BRASS	1998	1	68	77054.0531
SMALL BURNISHED BRASS	1998	2	66	70313.9716
SMALL BURNISHED BRASS	1998	3	28	70452.586
SMALL BURNISHED COPPER	1993	3	816	83225.267
SMALL BURNISHED COPPER	1993	4	696	87744.7114
SMALL BURNISHED COPPER	1996	4	11	76271.0071
SMALL BURNISHED COPPER	1997	1	51	79197.1272
SMALL BURNISHED COPPER	1997	2	59	75634.953
SMALL BURNISHED COPPER	1997	3	62	83670.0454
SMALL BURNISHED COPPER	1997	4	59	92009.3164
SMALL BURNISHED COPPER	1998	1	69	74062.1045
SMALL BURNISHED COPPER	1998	2	64	80033.116
SMALL BURNISHED COPPER	1998	3	15	116791.8009
SMALL BURNISHED NICKEL	1993	3	797	84595.2883
SMALL BURNISHED NICKEL	1993	4	678	81665.6129
SMALL BURNISHED NICKEL	1996	4	15	94001.2847
SMALL BURNISHED NICKEL	1997	1	65	92187.1223
SMALL BURNISHED NICKEL	1997	2	67	93995.3894
SMALL BURNISHED NICKEL	1997	3	81	81118.8433
SMALL BURNISHED NICKEL	1997	4	69	92410.5846
SMALL BURNISHED NICKEL	1998	1	62	87835.3272
SMALL BURNISHED NICKEL	1998	2	59	72792.044
SMALL BURNISHED NICKEL	1998	3	22	90770.4812
SMALL BURNISHED STEEL	1993	3	784	84058.7799
SMALL BURNISHED STEEL	1993	4	683	82691.7188
SMALL BURNISHED STEEL	1996	4	13	80169.3201
SMALL BURNISHED STEEL	1997	1	76	87682.4969
SMALL BURNISHED STEEL	1997	2	83	85325.7959
SMALL BURNISHED STEEL	1997	3	68	79513.2708
SMALL BURNISHED STEEL	1997	4	86	77471.7125
SMALL BURNISHED STEEL	1998	1	75	79301.3954
SMALL BURNISHED STEEL	1998	2	58	83643.1486
SMALL BURNISHED STEEL	1998	3	18	74854.6024
SMALL BURNISHED TIN	1993	3	732	85291.2434
SMALL BURNISHED TIN	1993	4	640	84757.4142
SMALL BURNISHED TIN	1996	4	20	86958.5358
SMALL BURNISHED TIN	1997	1	63	78864.5354
SMALL BURNISHED TIN	1997	2	77	89355.8731
SMALL BURNISHED TIN	1997	3	52	82942.576
SMALL BURNISHED TIN	1997	4	60	80126.1135
SMALL BURNISHED TIN	1998	1	63	77706.2101
SMALL BURNISHED TIN	1998	2	83	80833.9223
SMALL BURNISHED TIN	1998	3	28	88653.4415
SMALL PLATED BRASS	1993	3	819	81769.9899
SMALL PLATED BRASS	1993	4	688	84352.5223
SMALL PLATED BRASS	1996	4	14	111043.6995
SMALL PLATED BRASS	1997	1	69	89574.7537
SMALL PLATED BRASS	1997	2	77	89466.5092
SMALL PLATED BRASS	1997	3	67	77574.7447
SMALL PLATED BRASS	1997	4	64	84729.3073
SMALL PLATED BRASS	1998	1	65	84548.4676
SMALL PLATED BRASS	1998	2	60	74459.8191
SMALL PLATED BRASS	1998	3	27	88266.5545
SMALL PLATED COPPER	1993	3	809	86790.3671
SMALL PLATED COPPER	1993	4	673	81446.674
SMALL PLATED COPPER	1996	4	15	71427.0658
SMALL PLATED COPPER	1997	1	71	94498.3591
SMALL PLATED COPPER	1997	2	85	78085.0891
SMALL PLATED COPPER	1997	3	65	76494.429
SMALL PLATED COPPER	1997	4	57	85818.2656
SMALL PLATED COPPER	1998	1	68	90877.175
SMALL PLATED COPPER	1998	2	69	70849.7158
SMALL PLATED COPPER	1998	3	17	94253.9772
SMALL PLATED NICKEL	1993	3	824	82071.1832
SMALL PLATED NICKEL	1993	4	722	84319.8636
SMALL PLATED NICKEL	1996	4	12	74311.8512
SMALL PLATED NICKEL	1997	1	70	80241.8733
SMALL PLATED NICKEL	1997	2	75	84795.56
SMALL PLATED NICKEL	1997	3	69	80349.8029
SMALL PLATED NICKEL	1997	4	73	86623.8045
SMALL PLATED NICKEL	1998	1	80	86067.2525
SMALL PLATED NICKEL	1998	2	71	73189.127
SMALL PLATED NICKEL	1998	3	23	88379.1869
SMALL PLATED STEEL	1993	3	845	84730.9539
SMALL PLATED STEEL	1993	4	689	82991.5299
SMALL PLATED STEEL	1996	4	16	102764.9132
SMALL PLATED STEEL	1997	1	64	85541.629
SMALL PLATED STEEL	1997	2	72	78990.0004
SMALL PLATED STEEL	1997	3	67	88754.3124
SMALL PLATED STEEL	1997	4	74	88533.0798
SMALL PLATED STEEL	1998	1	71	79701.0969
SMALL PLATED STEEL	1998	2	59	75591.9382
SMALL PLATED STEEL	1998	3	26	96877.4734
SMALL PLATED TIN	1993	3	749	84368.4289
SMALL PLATED TIN	1993	4	714	82511.1116
SMALL PLATED TIN	1996	4	10	83152.0112
SMALL PLATED TIN	1997	1	85	87078.1963
SMALL PLATED TIN	1997	2	61	68839.4966
SMALL PLATED TIN	1997	3	74	88646.9774
SMALL PLATED TIN	1997	4	67	86063.2981
SMALL PLATED TIN	1998	1	69	87337.1752
SMALL PLATED TIN	1998	2	66	95931.1289
SMALL PLATED TIN	1998	3	28	59440.2274
SMALL POLISHED BRASS	1993	3	1600	85680.1399
SMALL POLISHED BRASS	1993	4	1438	86543.0482
SMALL POLISHED BRASS	1996	4	30	74898.6376
SMALL POLISHED BRASS	1997	1	131	78997.8022
SMALL POLISHED BRASS	1997	2	148	79448.8272
SMALL POLISHED BRASS	1997	3	136	87841.584
SMALL POLISHED BRASS	1997	4	134	74722.5286
SMALL POLISHED BRASS	1998	1	114	84600.0279
SMALL POLISHED BRASS	1998	2	176	76566.6572
SMALL POLISHED BRASS	1998	3	41	94766.2502
SMALL POLISHED COPPER	1993	3	747	78444.0845
SMALL POLISHED COPPER	1993	4	680	85382.6418
SMALL POLISHED COPPER	1996	4	13	68609.0651
SMALL POLISHED COPPER	1997	1	55	86860.4799
SMALL POLISHED COPPER	1997	2	66	87589.183
SMALL POLISHED COPPER	1997	3	83	74201.8356
SMALL POLISHED COPPER	1997	4	64	89451.1023
SMALL POLISHED COPPER	1998	1	66	82574.1782
SMALL POLISHED COPPER	1998	2	71	69588.1473
SMALL POLISHED COPPER	1998	3	30	90905.8468
SMALL POLISHED NICKEL	1993	3	1372	82101.2362
SMALL POLISHED NICKEL	1993	4	1240	86581.0207
SMALL POLISHED NICKEL	1996	4	35	73425.043
SMALL POLISHED NICKEL	1997	1	112	76800.4915
SMALL POLISHED NICKEL	1997	2	130	93321.3142
SMALL POLISHED NICKEL	1997	3	90	76982.0697
SMALL POLISHED NICKEL	1997	4	107	87945.1383
SMALL POLISHED NICKEL	1998	1	104	89367.8521
SMALL POLISHED NICKEL	1998	2	124	88455.2841
SMALL POLISHED NICKEL	1998	3	45	73369.0715
SMALL POLISHED STEEL	1993	3	1496	84194.2399
SMALL POLISHED STEEL	1993	4	1284	82732.7929
SMALL POLISHED STEEL	1996	4	28	75382.0876
SMALL POLISHED STEEL	1997	1	130	95600.0085
SMALL POLISHED STEEL	1997	2	143	80989.1901
SMALL POLISHED STEEL	1997	3	136	85086.7854
SMALL POLISHED STEEL	1997	4	151	78509.6256
SMALL POLISHED STEEL	1998	1	133	94321.4823
SMALL POLISHED STEEL	1998	2	166	85874.8173
SMALL POLISHED STEEL	1998	3	33	52250.8233
SMALL POLISHED TIN	1993	3	803	80362.8887
SMALL POLISHED TIN	1993	4	694	82367.2635
SMALL POLISHED TIN	1996	4	17	53412.9253
SMALL POLISHED TIN	1997	1	70	92214.3096
SMALL POLISHED TIN	1997	2	63	97260.5918
SMALL POLISHED TIN	1997	3	58	77316.348
SMALL POLISHED TIN	1997	4	60	63965.4187
SMALL POLISHED TIN	1998	1	72	98757.9009
SMALL POLISHED TIN	1998	2	69	81788.1932
SMALL POLISHED TIN	1998	3	27	84980.4446
STANDARD ANODIZED BRASS	1993	3	1033	82188.1669
STANDARD ANODIZED BRASS	1993	4	900	81302.6391
STANDARD ANODIZED BRASS	1996	4	20	82093.61
STANDARD ANODIZED BRASS	1997	1	83	83198.0078
STANDARD ANODIZED BRASS	1997	2	101	92978.5447
STANDARD ANODIZED BRASS	1997	3	71	80306.3148
STANDARD ANODIZED BRASS	1997	4	105	87201.7323
STANDARD ANODIZED BRASS	1998	1	84	84930.0663
STANDARD ANODIZED BRASS	1998	2	90	81229.3868
STANDARD ANODIZED BRASS	1998	3	34	101687.2536
STANDARD ANODIZED COPPER	1993	3	801	85426.2838
STANDARD ANODIZED COPPER	1993	4	692	85159.0584
STANDARD ANODIZED COPPER	1996	4	17	85489.8115
STANDARD ANODIZED COPPER	1997	1	76	83040.404
STANDARD ANODIZED COPPER	1997	2	70	87801.6471
STANDARD ANODIZED COPPER	1997	3	84	86600.2905
STANDARD ANODIZED COPPER	1997	4	71	81809.1732
STANDARD ANODIZED COPPER	1998	1	71	84431.791
STANDARD ANODIZED COPPER	1998	2	63	75079.0538
STANDARD ANODIZED COPPER	1998	3	24	80290.8231
STANDARD ANODIZED NICKEL	1993	3	814	82103.5874
STANDARD ANODIZED NICKEL	1993	4	686	86013.1535
STANDARD ANODIZED NICKEL	1996	4	17	80614.377
STANDARD ANODIZED NICKEL	1997	1	74	89248.5024
STANDARD ANODIZED NICKEL	1997	2	62	86215.6671
STANDARD ANODIZED NICKEL	1997	3	50	88895.9316
STANDARD ANODIZED NICKEL	1997	4	85	100838.6893
STANDARD ANODIZED NICKEL	1998	1	72	78250.9268
STANDARD ANODIZED NICKEL	1998	2	63	75135.0258
STANDARD ANODIZED NICKEL	1998	3	18	81411.0356
STANDARD ANODIZED STEEL	1993	3	803	81936.0331
STANDARD ANODIZED STEEL	1993	4	656	79409.666
STANDARD ANODIZED STEEL	1996	4	21	71497.3923
STANDARD ANODIZED STEEL	1997	1	64	87343.9534
STANDARD ANODIZED STEEL	1997	2	52	85334.4393
STANDARD ANODIZED STEEL	1997	3	72	91012.7957
STANDARD ANODIZED STEEL	1997	4	64	101916.2328
STANDARD ANODIZED STEEL	1998	1	72	82967.7653
STANDARD ANODIZED STEEL	1998	2	66	76020.9505
STANDARD ANODIZED STEEL	1998	3	21	72983.304
STANDARD ANODIZED TIN	1993	3	808	83184.7777
STANDARD ANODIZED TIN	1993	4	645	83154.3538
STANDARD ANODIZED TIN	1996	4	15	62178.2228
STANDARD ANODIZED TIN	1997	1	60	83963.0021
STANDARD ANODIZED TIN	1997	2	71	94027.7409
STANDARD ANODIZED TIN	1997	3	79	77636.0004
STANDARD ANODIZED TIN	1997	4	68	88403.9097
STANDARD ANODIZED TIN	1998	1	63	77948.61
STANDARD ANODIZED TIN	1998	2	64	86169.4542
STANDARD ANODIZED TIN	1998	3	24	81749.8969
STANDARD BRUSHED BRASS	1993	3	787	84233.2995
STANDARD BRUSHED BRASS	1993	4	671	83158.9724
STANDARD BRUSHED BRASS	1996	4	14	74835.9604
STANDARD BRUSHED BRASS	1997	1	61	93598.5401
STANDARD BRUSHED BRASS	1997	2	77	81311.0669
STANDARD BRUSHED BRASS	1997	3	58	100410.3196
STANDARD BRUSHED BRASS	1997	4	80	86806.7699
STANDARD BRUSHED BRASS	1998	1	66	80865.6462
STANDARD BRUSHED BRASS	1998	2	72	89154.2742
STANDARD BRUSHED BRASS	1998	3	27	77367.1659
STANDARD BRUSHED COPPER	1993	3	778	84766.0788
STANDARD BRUSHED COPPER	1993	4	664	84703.7809
STANDARD BRUSHED COPPER	1996	4	27	90293.6554
STANDARD BRUSHED COPPER	1997	1	70	69519.8858
STANDARD BRUSHED COPPER	1997	2	68	77401.2225
STANDARD BRUSHED COPPER	1997	3	56	80839.0022
STANDARD BRUSHED COPPER	1997	4	64	79289.0843
STANDARD BRUSHED COPPER	1998	1	68	76775.5621
STANDARD BRUSHED COPPER	1998	2	69	88436.6309
STANDARD BRUSHED COPPER	1998	3	31	75445.4155
STANDARD BRUSHED NICKEL	1993	3	801	85322.119
STANDARD BRUSHED NICKEL	1993	4	676	82073.0756
STANDARD BRUSHED NICKEL	1996	4	8	49993.2753
STANDARD BRUSHED NICKEL	1997	1	67	79540.6404
STANDARD BRUSHED NICKEL	1997	2	63	85588.8213
STANDARD BRUSHED NICKEL	1997	3	57	91166.2161
STANDARD BRUSHED NICKEL	1997	4	71	91304.7995
STANDARD BRUSHED NICKEL	1998	1	66	87112.8683
STANDARD BRUSHED NICKEL	1998	2	72	71239.665
STANDARD BRUSHED NICKEL	1998	3	22	85320.8629
STANDARD BRUSHED STEEL	1993	3	1637	81960.6137
STANDARD BRUSHED STEEL	1993	4	1348	78995.7756
STANDARD BRUSHED STEEL	1996	4	29	80171.9643
STANDARD BRUSHED STEEL	1997	1	172	88940.4017
STANDARD BRUSHED STEEL	1997	2	126	85414.0924
STANDARD BRUSHED STEEL	1997	3	137	76330.1074
STANDARD BRUSHED STEEL	1997	4	150	94793.6564
STANDARD BRUSHED STEEL	1998	1	137	77822.5445
STANDARD BRUSHED STEEL	1998	2	138	80174.7728
STANDARD BRUSHED STEEL	1998	3	65	85024.4815
STANDARD BRUSHED TIN	1993	3	1637	82747.1391
STANDARD BRUSHED TIN	1993	4	1324	85725.956
STANDARD BRUSHED TIN	1996	4	28	59010.03
STANDARD BRUSHED TIN	1997	1	131	81290.915
STANDARD BRUSHED TIN	1997	2	139	89579.8579
STANDARD BRUSHED TIN	1997	3	123	82902.0746
STANDARD BRUSHED TIN	1997	4	112	83933.1368
STANDARD BRUSHED TIN	1998	1	120	77614.8511
STANDARD BRUSHED TIN	1998	2	152	85789.4111
STANDARD BRUSHED TIN	1998	3	54	84013.2277
STANDARD BURNISHED BRASS	1993	3	834	86081.8534
STANDARD BURNISHED BRASS	1993	4	713	79551.9532
STANDARD BURNISHED BRASS	1996	4	16	80792.9001
STANDARD BURNISHED BRASS	1997	1	64	83527.5355
STANDARD BURNISHED BRASS	1997	2	59	74813.0266
STANDARD BURNISHED BRASS	1997	3	88	88936.68
STANDARD BURNISHED BRASS	1997	4	77	74066.6469
STANDARD BURNISHED BRASS	1998	1	64	80516.2739
STANDARD BURNISHED BRASS	1998	2	63	87986.8887
STANDARD BURNISHED BRASS	1998	3	28	89857.0324
STANDARD BURNISHED COPPER	1993	3	785	85021.2442
STANDARD BURNISHED COPPER	1993	4	684	82908.1072
STANDARD BURNISHED COPPER	1996	4	16	94034.5237
STANDARD BURNISHED COPPER	1997	1	67	75420.9696
STANDARD BURNISHED COPPER	1997	2	74	78885.8512
STANDARD BURNISHED COPPER	1997	3	61	82598.183
STANDARD BURNISHED COPPER	1997	4	83	95296.6878
STANDARD BURNISHED COPPER	1998	1	77	88205.4785
STANDARD BURNISHED COPPER	1998	2	70	85990.9898
STANDARD BURNISHED COPPER	1998	3	25	83956.7195
STANDARD BURNISHED NICKEL	1993	3	805	85013.7134
STANDARD BURNISHED NICKEL	1993	4	684	81005.9803
STANDARD BURNISHED NICKEL	1996	4	11	67348.7451
STANDARD BURNISHED NICKEL	1997	1	68	72641.3352
STANDARD BURNISHED NICKEL	1997	2	55	81040.3711
STANDARD BURNISHED NICKEL	1997	3	77	89621.5836
STANDARD BURNISHED NICKEL	1997	4	71	72826.7205
STANDARD BURNISHED NICKEL	1998	1	69	80971.0986
STANDARD BURNISHED NICKEL	1998	2	85	81659.9928
STANDARD BURNISHED NICKEL	1998	3	27	61748.8175
STANDARD BURNISHED STEEL	1993	3	1004	81746.0345
STANDARD BURNISHED STEEL	1993	4	831	79807.3946
STANDARD BURNISHED STEEL	1996	4	12	89461.2745
STANDARD BURNISHED STEEL	1997	1	90	91280.9057
STANDARD BURNISHED STEEL	1997	2	71	89263.8191
STANDARD BURNISHED STEEL	1997	3	78	82759.8749
STANDARD BURNISHED STEEL	1997	4	63	89976.6158
STANDARD BURNISHED STEEL	1998	1	82	82970.0813
STANDARD BURNISHED STEEL	1998	2	83	83402.9906
STANDARD BURNISHED STEEL	1998	3	29	67176.6281
STANDARD BURNISHED TIN	1993	3	795	83935.7807
STANDARD BURNISHED TIN	1993	4	693	82313.9089
STANDARD BURNISHED TIN	1996	4	18	73657.5286
STANDARD BURNISHED TIN	1997	1	73	84530.6914
STANDARD BURNISHED TIN	1997	2	60	86749.5248
STANDARD BURNISHED TIN	1997	3	67	70214.498
STANDARD BURNISHED TIN	1997	4	70	88762.6694
STANDARD BURNISHED TIN	1998	1	65	82436.2492
STANDARD BURNISHED TIN	1998	2	70	75367.6736
STANDARD BURNISHED TIN	1998	3	15	82981.6423
STANDARD PLATED BRASS	1993	3	774	83340.4569
STANDARD PLATED BRASS	1993	4	691	83555.7973
STANDARD PLATED BRASS	1996	4	15	67651.8394
STANDARD PLATED BRASS	1997	1	67	84033.6303
STANDARD PLATED BRASS	1997	2	68	92833.0236
STANDARD PLATED BRASS	1997	3	75	88023.8306
STANDARD PLATED BRASS	1997	4	68	85064.8254
STANDARD PLATED BRASS	1998	1	55	78861.8498
STANDARD PLATED BRASS	1998	2	69	69778.6454
STANDARD PLATED BRASS	1998	3	32	73117.3776
STANDARD PLATED COPPER	1993	3	802	82267.6065
STANDARD PLATED COPPER	1993	4	649	84965.3303
STANDARD PLATED COPPER	1996	4	15	65453.0629
STANDARD PLATED COPPER	1997	1	77	97114.4535
STANDARD PLATED COPPER	1997	2	59	81438.4685
STANDARD PLATED COPPER	1997	3	70	73077.4592
STANDARD PLATED COPPER	1997	4	81	91114.2582
STANDARD PLATED COPPER	1998	1	69	80841.1544
STANDARD PLATED COPPER	1998	2	56	90385.9882
STANDARD PLATED COPPER	1998	3	20	86347.4228
STANDARD PLATED NICKEL	1993	3	766	82987.7183
STANDARD PLATED NICKEL	1993	4	637	81608.6902
STANDARD PLATED NICKEL	1996	4	9	60033.9654
STANDARD PLATED NICKEL	1997	1	70	88264.3713
STANDARD PLATED NICKEL	1997	2	62	91815.1736
STANDARD PLATED NICKEL	1997	3	68	86815.6478
STANDARD PLATED NICKEL	1997	4	57	89881.5562
STANDARD PLATED NICKEL	1998	1	68	81566.146
STANDARD PLATED NICKEL	1998	2	67	78984.96
STANDARD PLATED NICKEL	1998	3	36	71091.1847
STANDARD PLATED STEEL	1993	3	803	83786.4538
STANDARD PLATED STEEL	1993	4	664	84626.2627
STANDARD PLATED STEEL	1996	4	23	91834.8821
STANDARD PLATED STEEL	1997	1	78	86687.2954
STANDARD PLATED STEEL	1997	2	63	92998.0017
STANDARD PLATED STEEL	1997	3	71	75115.0117
STANDARD PLATED STEEL	1997	4	67	91999.8247
STANDARD PLATED STEEL	1998	1	68	72397.4232
STANDARD PLATED STEEL	1998	2	53	93175.9453
STANDARD PLATED STEEL	1998	3	30	74449.3499
STANDARD PLATED TIN	1993	3	824	82204.7261
STANDARD PLATED TIN	1993	4	699	83768.1492
STANDARD PLATED TIN	1996	4	19	74559.1675
STANDARD PLATED TIN	1997	1	63	79734.2149
STANDARD PLATED TIN	1997	2	74	81016.4124
STANDARD PLATED TIN	1997	3	69	86224.7728
STANDARD PLATED TIN	1997	4	76	77427.1877
STANDARD PLATED TIN	1998	1	66	83781.3982
STANDARD PLATED TIN	1998	2	80	77500.8804
STANDARD PLATED TIN	1998	3	17	76859.1921
STANDARD POLISHED BRASS	1993	3	811	83167.6115
STANDARD POLISHED BRASS	1993	4	646	83096.1379
STANDARD POLISHED BRASS	1996	4	13	102670.3492
STANDARD POLISHED BRASS	1997	1	72	78840.6718
STANDARD POLISHED BRASS	1997	2	64	81567.3936
STANDARD POLISHED BRASS	1997	3	63	95210.1123
STANDARD POLISHED BRASS	1997	4	80	83113.7045
STANDARD POLISHED BRASS	1998	1	71	88245.5288
STANDARD POLISHED BRASS	1998	2	68	98500.2952
STANDARD POLISHED BRASS	1998	3	23	79836.6784
STANDARD POLISHED COPPER	1993	3	1351	84761.0997
STANDARD POLISHED COPPER	1993	4	1165	80539.586
STANDARD POLISHED COPPER	1996	4	21	109615.9176
STANDARD POLISHED COPPER	1997	1	113	86652.3877
STANDARD POLISHED COPPER	1997	2	101	75563.5143
STANDARD POLISHED COPPER	1997	3	115	77963.3661
STANDARD POLISHED COPPER	1997	4	105	80295.6382
STANDARD POLISHED COPPER	1998	1	106	87935.6662
STANDARD POLISHED COPPER	1998	2	100	73632.991
STANDARD POLISHED COPPER	1998	3	49	66127.7282
STANDARD POLISHED NICKEL	1993	3	841	86218.0365
STANDARD POLISHED NICKEL	1993	4	652	83155.792
STANDARD POLISHED NICKEL	1996	4	16	74582.345
STANDARD POLISHED NICKEL	1997	1	84	97536.0316
STANDARD POLISHED NICKEL	1997	2	71	89778.8918
STANDARD POLISHED NICKEL	1997	3	71	82498.6136
STANDARD POLISHED NICKEL	1997	4	76	88124.3477
STANDARD POLISHED NICKEL	1998	1	71	92172.6579
STANDARD POLISHED NICKEL	1998	2	81	83125.0041
STANDARD POLISHED NICKEL	1998	3	16	85070.1176
STANDARD POLISHED STEEL	1993	3	1381	86191.7893
STANDARD POLISHED STEEL	1993	4	1110	82820.2353
STANDARD POLISHED STEEL	1996	4	23	65993.347
STANDARD POLISHED STEEL	1997	1	101	78527.9482
